"","Julian_day","Constituent","Depth","Value","Elevation"
"15503",3456,"Temperature",20.019,7.718,98.961
"15504",3456,"Specific Conductivity",20.019,175.9,98.961
"15505",3456,"Temperature",22.02,7.632,96.96
"15506",3456,"Specific Conductivity",22.02,176.1,96.96
"15507",3456,"Temperature",24.006,7.584,94.974
"15508",3456,"Specific Conductivity",24.006,175.8,94.974
"15509",3456,"Temperature",25.982,7.421,92.998
"15510",3456,"Specific Conductivity",25.982,175.7,92.998
"15511",3456,"Temperature",28.02,7.337,90.96
"15512",3456,"Specific Conductivity",28.02,175.3,90.96
"15513",3456,"Temperature",29.962,7.271,89.018
"15514",3456,"Specific Conductivity",29.962,175.1,89.018
"15515",3463,"Temperature",0.521,21.786,118.489
"15516",3463,"Specific Conductivity",0.521,182.2,118.489
"15517",3463,"Temperature",1.005,21.785,118.005
"15518",3463,"Specific Conductivity",1.005,182.2,118.005
"15519",3463,"Temperature",2.033,21.78,116.977
"15520",3463,"Specific Conductivity",2.033,182.2,116.977
"15521",3463,"Temperature",3.016,21.778,115.994
"15522",3463,"Specific Conductivity",3.016,182.1,115.994
"15523",3463,"Temperature",4.007,21.763,115.003
"15524",3463,"Specific Conductivity",4.007,182.2,115.003
"15525",3463,"Temperature",5.043,21.754,113.967
"15526",3463,"Specific Conductivity",5.043,182.2,113.967
"15527",3463,"Temperature",5.462,20.749,113.548
"15528",3463,"Specific Conductivity",5.462,182.7,113.548
"15529",3463,"Temperature",6.014,18.55,112.996
"15530",3463,"Specific Conductivity",6.014,175.7,112.996
"15531",3463,"Temperature",6.48,16.945,112.53
"15532",3463,"Specific Conductivity",6.48,170.9,112.53
"15533",3463,"Temperature",7.007,14.205,112.003
"15534",3463,"Specific Conductivity",7.007,160.6,112.003
"15535",3463,"Temperature",7.557,13.108,111.453
"15536",3463,"Specific Conductivity",7.557,150,111.453
"15537",3463,"Temperature",8.001,12.506,111.009
"15538",3463,"Specific Conductivity",8.001,147.7,111.009
"15539",3463,"Temperature",8.505,11.965,110.505
"15540",3463,"Temperature",8.968,11.495,110.042
"15541",3463,"Specific Conductivity",8.505,146.6,110.505
"15542",3463,"Specific Conductivity",8.968,145.9,110.042
"15543",3463,"Temperature",9.501,10.852,109.509
"15544",3463,"Specific Conductivity",9.501,144.4,109.509
"15545",3463,"Temperature",9.974,10.716,109.036
"15546",3463,"Specific Conductivity",9.974,144.5,109.036
"15547",3463,"Temperature",10.495,10.621,108.515
"15548",3463,"Specific Conductivity",10.495,150.7,108.515
"15549",3463,"Temperature",10.968,10.533,108.042
"15550",3463,"Specific Conductivity",10.968,150,108.042
"15551",3463,"Temperature",11.52,9.644,107.49
"15552",3463,"Specific Conductivity",11.52,163.2,107.49
"15553",3463,"Temperature",11.973,9.263,107.037
"15554",3463,"Specific Conductivity",11.973,167,107.037
"15555",3463,"Temperature",12.474,9.162,106.536
"15556",3463,"Specific Conductivity",12.474,168.1,106.536
"15557",3463,"Temperature",13.039,9.057,105.971
"15558",3463,"Specific Conductivity",13.039,169.3,105.971
"15559",3463,"Temperature",14.033,8.55,104.977
"15560",3463,"Specific Conductivity",14.033,172.8,104.977
"15561",3463,"Temperature",14.995,8.335,104.015
"15562",3463,"Temperature",15.975,8.151,103.035
"15563",3463,"Specific Conductivity",14.995,173.8,104.015
"15564",3463,"Specific Conductivity",15.975,174.4,103.035
"15565",3463,"Temperature",18.1,8.003,100.91
"15566",3463,"Specific Conductivity",18.1,174.8,100.91
"15567",3463,"Temperature",20.048,7.909,98.962
"15568",3463,"Specific Conductivity",20.048,175.3,98.962
"15569",3463,"Temperature",21.982,7.614,97.028
"15570",3463,"Specific Conductivity",21.982,175.7,97.028
"15571",3463,"Temperature",23.972,7.6,95.038
"15572",3463,"Specific Conductivity",23.972,175.8,95.038
"15573",3463,"Temperature",26.004,7.556,93.006
"15574",3463,"Specific Conductivity",26.004,175.7,93.006
"15575",3463,"Temperature",28.022,7.503,90.988
"15576",3463,"Specific Conductivity",28.022,175.7,90.988
"15577",3463,"Temperature",29.032,7.466,89.978
"15578",3463,"Specific Conductivity",29.032,175.7,89.978
"15579",3470,"Temperature",0.49,25.446,118.63
"15580",3470,"Specific Conductivity",0.49,182.8,118.63
"15581",3470,"Temperature",1.02,25.352,118.1
"15582",3470,"Specific Conductivity",1.02,182.7,118.1
"15583",3470,"Temperature",1.978,24.478,117.142
"15584",3470,"Specific Conductivity",1.978,182.4,117.142
"15585",3470,"Temperature",3.016,23.507,116.104
"15586",3470,"Specific Conductivity",3.016,182.2,116.104
"15587",3470,"Temperature",3.998,22.352,115.122
"15588",3470,"Specific Conductivity",3.998,181.4,115.122
"15589",3470,"Temperature",5.005,21.185,114.115
"15590",3470,"Specific Conductivity",5.005,181.8,114.115
"15591",3470,"Temperature",5.516,20.499,113.604
"15592",3470,"Specific Conductivity",5.516,179.2,113.604
"15593",3470,"Temperature",6.058,17.936,113.062
"15594",3470,"Specific Conductivity",6.058,167,113.062
"15595",3470,"Temperature",6.475,17.637,112.645
"15596",3470,"Specific Conductivity",6.475,165.9,112.645
"15597",3470,"Temperature",7.015,15.035,112.105
"15598",3470,"Specific Conductivity",7.015,150.5,112.105
"15599",3470,"Temperature",7.479,13.972,111.641
"15600",3470,"Specific Conductivity",7.479,137.2,111.641
"15601",3470,"Temperature",8.032,13.011,111.088
"15602",3470,"Specific Conductivity",8.032,135.8,111.088
"15603",3470,"Temperature",8.482,12.805,110.638
"15604",3470,"Specific Conductivity",8.482,135.6,110.638
"15605",3470,"Temperature",9.028,12.042,110.092
"15606",3470,"Specific Conductivity",9.028,130.4,110.092
"15607",3470,"Temperature",9.564,11.649,109.556
"15608",3470,"Specific Conductivity",9.564,123.4,109.556
"15609",3470,"Temperature",10.015,11.414,109.105
"15610",3470,"Specific Conductivity",10.015,131.5,109.105
"15611",3470,"Temperature",10.535,11.099,108.585
"15612",3470,"Specific Conductivity",10.535,136.4,108.585
"15613",3470,"Temperature",11.034,10.937,108.086
"15614",3470,"Specific Conductivity",11.034,150.2,108.086
"15615",3470,"Temperature",12.027,10.466,107.093
"15616",3470,"Specific Conductivity",12.027,155.5,107.093
"15617",3470,"Temperature",13.027,9.912,106.093
"15618",3470,"Specific Conductivity",13.027,158.8,106.093
"15619",3470,"Temperature",14.025,9.156,105.095
"15620",3470,"Specific Conductivity",14.025,166.7,105.095
"15621",3470,"Temperature",16.017,8.238,103.103
"15622",3470,"Specific Conductivity",16.017,173.4,103.103
"15623",3470,"Temperature",17.968,7.949,101.152
"15624",3470,"Specific Conductivity",17.968,174.4,101.152
"15625",3470,"Temperature",19.975,7.892,99.145
"15626",3470,"Specific Conductivity",19.975,174.7,99.145
"15627",3470,"Temperature",21.987,7.768,97.133
"15628",3470,"Specific Conductivity",21.987,175.4,97.133
"15629",3470,"Temperature",23.978,7.711,95.142
"15630",3470,"Specific Conductivity",23.978,175.4,95.142
"15631",3470,"Temperature",25.987,7.652,93.133
"15632",3470,"Specific Conductivity",25.987,175.6,93.133
"15633",3470,"Temperature",28.009,7.554,91.111
"15634",3470,"Specific Conductivity",28.009,175.7,91.111
"15635",3470,"Temperature",29.988,7.496,89.132
"15636",3470,"Specific Conductivity",29.988,175.8,89.132
"15637",3477,"Temperature",0.527,25.521,118.503
"15638",3477,"Specific Conductivity",0.527,183.8,118.503
"15639",3477,"Temperature",1.044,25.457,117.986
"15640",3477,"Specific Conductivity",1.044,183.9,117.986
"15641",3477,"Temperature",2.034,25.309,116.996
"15642",3477,"Specific Conductivity",2.034,183.7,116.996
"15643",3477,"Temperature",2.991,25.166,116.039
"15644",3477,"Specific Conductivity",2.991,183.6,116.039
"15645",3477,"Temperature",4.012,25.083,115.018
"15646",3477,"Specific Conductivity",4.012,183.5,115.018
"15647",3477,"Temperature",5.021,25.069,114.009
"15648",3477,"Specific Conductivity",5.021,183.4,114.009
"15649",3477,"Temperature",5.515,22.663,113.515
"15650",3477,"Specific Conductivity",5.515,178,113.515
"15651",3477,"Temperature",5.998,20.557,113.032
"15652",3477,"Specific Conductivity",5.998,171.6,113.032
"15653",3477,"Temperature",6.471,18.924,112.559
"15654",3477,"Specific Conductivity",6.471,165.3,112.559
"15655",3477,"Temperature",6.996,16.133,112.034
"15656",3477,"Specific Conductivity",6.996,152.6,112.034
"15657",3477,"Temperature",7.498,14.636,111.532
"15658",3477,"Specific Conductivity",7.498,135.7,111.532
"15659",3477,"Temperature",8.012,14.066,111.018
"15660",3477,"Specific Conductivity",8.012,135.4,111.018
"15661",3477,"Temperature",8.521,13.099,110.509
"15662",3477,"Specific Conductivity",8.521,135.1,110.509
"15663",3477,"Temperature",9.028,12.525,110.002
"15664",3477,"Specific Conductivity",9.028,129.1,110.002
"15665",3477,"Temperature",9.535,12.065,109.495
"15666",3477,"Specific Conductivity",9.535,132.3,109.495
"15667",3477,"Temperature",10.001,11.598,109.029
"15668",3477,"Specific Conductivity",10.001,138.2,109.029
"15669",3477,"Temperature",11.036,10.879,107.994
"15670",3477,"Specific Conductivity",11.036,140.3,107.994
"15671",3477,"Temperature",12.05,9.669,106.98
"15672",3477,"Specific Conductivity",12.05,156.7,106.98
"15673",3477,"Temperature",12.988,8.91,106.042
"15674",3477,"Specific Conductivity",12.988,167.9,106.042
"15675",3477,"Temperature",13.981,8.666,105.049
"15676",3477,"Specific Conductivity",13.981,169.7,105.049
"15677",3477,"Temperature",15.036,8.353,103.994
"15678",3477,"Specific Conductivity",15.036,172.1,103.994
"15679",3477,"Temperature",15.997,8.165,103.033
"15680",3477,"Specific Conductivity",15.997,172.9,103.033
"15681",3477,"Temperature",17.02,7.986,102.01
"15682",3477,"Specific Conductivity",17.02,174.1,102.01
"15683",3477,"Temperature",18.006,7.923,101.024
"15684",3477,"Specific Conductivity",18.006,174.2,101.024
"15685",3477,"Temperature",19.027,7.887,100.003
"15686",3477,"Specific Conductivity",19.027,174.5,100.003
"15687",3477,"Temperature",20.039,7.872,98.991
"15688",3477,"Specific Conductivity",20.039,174.5,98.991
"15689",3477,"Temperature",21.981,7.784,97.049
"15690",3477,"Specific Conductivity",21.981,175.1,97.049
"15691",3477,"Temperature",24.032,7.695,94.998
"15692",3477,"Specific Conductivity",24.032,175.5,94.998
"15693",3477,"Temperature",26.001,7.617,93.029
"15694",3477,"Specific Conductivity",26.001,175.5,93.029
"15695",3477,"Temperature",28.007,7.594,91.023
"15696",3477,"Specific Conductivity",28.007,175.7,91.023
"15697",3477,"Temperature",29.034,7.555,89.996
"15698",3477,"Specific Conductivity",29.034,175.7,89.996
"15699",3477,"Temperature",29.987,7.544,89.043
"15700",3477,"Specific Conductivity",29.987,175.8,89.043
"15701",3480,"Temperature",0.488,25.601,118.502
"15702",3480,"Specific Conductivity",0.488,184.4,118.502
"15703",3480,"Temperature",0.953,25.608,118.037
"15704",3480,"Specific Conductivity",0.953,184.3,118.037
"15705",3480,"Temperature",1.992,25.55,116.998
"15706",3480,"Specific Conductivity",1.992,184.2,116.998
"15707",3480,"Temperature",3.003,25.492,115.987
"15708",3480,"Specific Conductivity",3.003,184,115.987
"15709",3480,"Temperature",4.015,25.464,114.975
"15710",3480,"Specific Conductivity",4.015,184,114.975
"15711",3480,"Temperature",4.528,24.786,114.462
"15712",3480,"Specific Conductivity",4.528,182.4,114.462
"15713",3480,"Temperature",5.028,23.789,113.962
"15714",3480,"Specific Conductivity",5.028,180.2,113.962
"15715",3480,"Temperature",5.517,22.115,113.473
"15716",3480,"Specific Conductivity",5.517,175.3,113.473
"15717",3480,"Temperature",5.994,20.186,112.996
"15718",3480,"Specific Conductivity",5.994,167.3,112.996
"15719",3480,"Temperature",6.546,18.017,112.444
"15720",3480,"Specific Conductivity",6.546,156.9,112.444
"15721",3480,"Temperature",7.01,16.851,111.98
"15722",3480,"Specific Conductivity",7.01,149.1,111.98
"15723",3480,"Temperature",7.525,15.785,111.465
"15724",3480,"Specific Conductivity",7.525,141,111.465
"15725",3480,"Temperature",7.987,14.747,111.003
"15726",3480,"Specific Conductivity",7.987,136.7,111.003
"15727",3480,"Temperature",8.458,13.812,110.532
"15728",3480,"Specific Conductivity",8.458,126.5,110.532
"15729",3480,"Temperature",8.98,13.355,110.01
"15730",3480,"Specific Conductivity",8.98,125.9,110.01
"15731",3480,"Temperature",9.53,12.911,109.46
"15732",3480,"Specific Conductivity",9.53,126.8,109.46
"15733",3480,"Temperature",9.966,12.166,109.024
"15734",3480,"Specific Conductivity",9.966,126.3,109.024
"15735",3480,"Temperature",10.489,11.651,108.501
"15736",3480,"Specific Conductivity",10.489,129.1,108.501
"15737",3480,"Temperature",10.986,11.135,108.004
"15738",3480,"Specific Conductivity",10.986,137.9,108.004
"15739",3480,"Temperature",11.98,10.523,107.01
"15740",3480,"Specific Conductivity",11.98,146.3,107.01
"15741",3480,"Temperature",12.965,9.895,106.025
"15742",3480,"Specific Conductivity",12.965,157.3,106.025
"15743",3480,"Temperature",13.988,9.479,105.002
"15744",3480,"Specific Conductivity",13.988,161.2,105.002
"15745",3480,"Temperature",14.965,8.705,104.025
"15746",3480,"Specific Conductivity",14.965,170.1,104.025
"15747",3480,"Temperature",15.965,8.252,103.025
"15748",3480,"Specific Conductivity",15.965,172.9,103.025
"15749",3480,"Temperature",17.961,8.078,101.029
"15750",3480,"Specific Conductivity",17.961,173.6,101.029
"15751",3480,"Temperature",19.979,7.877,99.011
"15752",3480,"Specific Conductivity",19.979,174.5,99.011
"15753",3480,"Temperature",21.998,7.735,96.992
"15754",3480,"Specific Conductivity",21.998,175.2,96.992
"15755",3480,"Temperature",23.983,7.657,95.007
"15756",3480,"Specific Conductivity",23.983,175.4,95.007
"15757",3480,"Temperature",25.964,7.614,93.026
"15758",3480,"Specific Conductivity",25.964,175.5,93.026
"15759",3480,"Temperature",27.949,7.589,91.041
"15760",3480,"Specific Conductivity",27.949,175.6,91.041
"15761",3480,"Temperature",29.02,7.563,89.97
"15762",3480,"Specific Conductivity",29.02,175.7,89.97
"15763",3480,"Temperature",29.994,7.509,88.996
"15764",3480,"Specific Conductivity",29.994,175.8,88.996
"15765",3484,"Temperature",0.55,25.818,118.48
"15766",3484,"Specific Conductivity",0.55,184.3,118.48
"15767",3484,"Temperature",0.988,25.816,118.042
"15768",3484,"Specific Conductivity",0.988,183.9,118.042
"15769",3484,"Temperature",1.99,25.802,117.04
"15770",3484,"Specific Conductivity",1.99,183.8,117.04
"15771",3484,"Temperature",2.96,25.782,116.07
"15772",3484,"Specific Conductivity",2.96,183.7,116.07
"15773",3484,"Temperature",3.998,25.571,115.032
"15774",3484,"Specific Conductivity",3.998,183.7,115.032
"15775",3484,"Temperature",4.481,25.114,114.549
"15776",3484,"Specific Conductivity",4.481,183.5,114.549
"15777",3484,"Temperature",4.999,23.887,114.031
"15778",3484,"Specific Conductivity",4.999,179,114.031
"15779",3484,"Temperature",5.524,20.38,113.506
"15780",3484,"Specific Conductivity",5.524,167.2,113.506
"15781",3484,"Temperature",5.99,18.005,113.04
"15782",3484,"Specific Conductivity",5.99,156.4,113.04
"15783",3484,"Temperature",6.499,16.697,112.531
"15784",3484,"Specific Conductivity",6.499,144.9,112.531
"15785",3484,"Temperature",7.005,15.195,112.025
"15786",3484,"Specific Conductivity",7.005,130.7,112.025
"15787",3484,"Temperature",7.483,14.48,111.547
"15788",3484,"Specific Conductivity",7.483,123.2,111.547
"15789",3484,"Temperature",8.001,13.923,111.029
"15790",3484,"Specific Conductivity",8.001,122.5,111.029
"15791",3484,"Temperature",8.468,13.414,110.562
"15792",3484,"Specific Conductivity",8.468,122.4,110.562
"15793",3484,"Temperature",8.963,12.789,110.067
"15794",3484,"Specific Conductivity",8.963,120.4,110.067
"15795",3484,"Temperature",9.466,12.33,109.564
"15796",3484,"Specific Conductivity",9.466,120.9,109.564
"15797",3484,"Temperature",9.93,12.074,109.1
"15798",3484,"Specific Conductivity",9.93,121.3,109.1
"15799",3484,"Temperature",10.472,11.879,108.558
"15800",3484,"Specific Conductivity",10.472,124.6,108.558
"15801",3484,"Temperature",11.03,11.66,108
"15802",3484,"Specific Conductivity",11.03,134.5,108
"15803",3484,"Temperature",12.031,10.841,106.999
"15804",3484,"Specific Conductivity",12.031,141.7,106.999
"15805",3484,"Temperature",13.051,9.833,105.979
"15806",3484,"Specific Conductivity",13.051,156.8,105.979
"15807",3484,"Temperature",13.987,9.021,105.043
"15808",3484,"Specific Conductivity",13.987,166.7,105.043
"15809",3484,"Temperature",15.987,8.204,103.043
"15810",3484,"Temperature",18.035,8.018,100.995
"15811",3484,"Specific Conductivity",15.987,172.7,103.043
"15812",3484,"Specific Conductivity",18.035,173.3,100.995
"15813",3484,"Temperature",19.959,7.966,99.071
"15814",3484,"Specific Conductivity",19.959,173.3,99.071
"15815",3484,"Temperature",21.971,7.879,97.059
"15816",3484,"Specific Conductivity",21.971,174.1,97.059
"15817",3484,"Temperature",23.958,7.823,95.072
"15818",3484,"Specific Conductivity",23.958,174.5,95.072
"15819",3484,"Temperature",25.994,7.708,93.036
"15820",3484,"Specific Conductivity",25.994,175.1,93.036
"15821",3484,"Temperature",28.024,7.629,91.006
"15822",3484,"Temperature",28.994,7.572,90.036
"15823",3484,"Specific Conductivity",28.024,175.2,91.006
"15824",3484,"Specific Conductivity",28.994,175.4,90.036
"15825",3484,"Temperature",30.01,7.51,89.02
"15826",3484,"Specific Conductivity",30.01,175.5,89.02
"15827",3488,"Temperature",0.463,25.816,118.647
"15828",3488,"Specific Conductivity",0.463,182,118.647
"15829",3488,"Temperature",0.992,25.781,118.118
"15830",3488,"Specific Conductivity",0.992,182,118.118
"15831",3488,"Temperature",2.003,25.723,117.107
"15832",3488,"Specific Conductivity",2.003,182.1,117.107
"15833",3488,"Temperature",3.026,25.711,116.084
"15834",3488,"Specific Conductivity",3.026,182.1,116.084
"15835",3488,"Temperature",4.006,25.694,115.104
"15836",3488,"Temperature",4.975,25.665,114.135
"15837",3488,"Specific Conductivity",4.006,182.1,115.104
"15838",3488,"Specific Conductivity",4.975,182.1,114.135
"15839",3488,"Temperature",5.538,21.874,113.572
"15840",3488,"Specific Conductivity",5.538,168.9,113.572
"15841",3488,"Temperature",5.987,19.566,113.123
"15842",3488,"Specific Conductivity",5.987,157.8,113.123
"15843",3488,"Temperature",6.504,17.137,112.606
"15844",3488,"Specific Conductivity",6.504,147.3,112.606
"15845",3488,"Temperature",6.961,15.852,112.149
"15846",3488,"Specific Conductivity",6.961,138.1,112.149
"15847",3488,"Temperature",7.533,15.132,111.577
"15848",3488,"Specific Conductivity",7.533,133,111.577
"15849",3488,"Temperature",8.49,13.542,110.62
"15850",3488,"Specific Conductivity",8.49,119.3,110.62
"15851",3488,"Temperature",8.979,13.159,110.131
"15852",3488,"Specific Conductivity",8.979,118.1,110.131
"15853",3488,"Temperature",10.013,12.34,109.097
"15854",3488,"Specific Conductivity",10.013,120.9,109.097
"15855",3488,"Temperature",11.01,11.679,108.1
"15856",3488,"Specific Conductivity",11.01,131.8,108.1
"15857",3488,"Temperature",12.042,11.086,107.068
"15858",3488,"Temperature",14.034,8.893,105.076
"15859",3488,"Specific Conductivity",12.042,137,107.068
"15860",3488,"Specific Conductivity",14.034,168.6,105.076
"15861",3488,"Temperature",15.988,8.383,103.122
"15862",3488,"Temperature",18.011,8.097,101.099
"15863",3488,"Specific Conductivity",15.988,171.5,103.122
"15864",3488,"Specific Conductivity",18.011,173.3,101.099
"15865",3488,"Temperature",19.989,7.958,99.121
"15866",3488,"Specific Conductivity",19.989,173.8,99.121
"15867",3488,"Temperature",21.972,7.875,97.138
"15868",3488,"Temperature",24.005,7.82,95.105
"15869",3488,"Specific Conductivity",21.972,174.5,97.138
"15870",3488,"Specific Conductivity",24.005,174.8,95.105
"15871",3488,"Temperature",26.032,7.704,93.078
"15872",3488,"Specific Conductivity",26.032,175.2,93.078
"15873",3488,"Temperature",28.106,7.583,91.004
"15874",3488,"Temperature",29.075,7.554,90.035
"15875",3488,"Specific Conductivity",28.106,175.6,91.004
"15876",3488,"Specific Conductivity",29.075,175.7,90.035
"15877",3494,"Temperature",0.537,25.736,118.543
"15878",3494,"Specific Conductivity",0.537,181,118.543
"15879",3494,"Temperature",0.966,25.737,118.114
"15880",3494,"Temperature",1.969,25.733,117.111
"15881",3494,"Specific Conductivity",0.966,181,118.114
"15882",3494,"Specific Conductivity",1.969,181,117.111
"15883",3494,"Temperature",2.968,25.721,116.112
"15884",3494,"Specific Conductivity",2.968,181,116.112
"15885",3494,"Temperature",3.965,25.68,115.115
"15886",3494,"Specific Conductivity",3.965,181,115.115
"15887",3494,"Temperature",4.966,25.431,114.114
"15888",3494,"Specific Conductivity",4.966,180.2,114.114
"15889",3494,"Temperature",5.52,24.907,113.56
"15890",3494,"Specific Conductivity",5.52,178.1,113.56
"15891",3494,"Temperature",5.976,22.692,113.104
"15892",3494,"Specific Conductivity",5.976,173,113.104
"15893",3494,"Temperature",6.485,16.334,112.595
"15894",3494,"Specific Conductivity",6.485,133.3,112.595
"15895",3494,"Temperature",6.206,19.593,112.874
"15896",3494,"Specific Conductivity",6.206,150.5,112.874
"15897",3494,"Temperature",6.978,14.945,112.102
"15898",3494,"Specific Conductivity",6.978,121.6,112.102
"15899",3494,"Temperature",7.162,14.458,111.918
"15900",3494,"Specific Conductivity",7.162,115.3,111.918
"15901",3494,"Temperature",7.482,14.245,111.598
"15902",3494,"Specific Conductivity",7.482,115.4,111.598
"15903",3494,"Temperature",7.978,13.806,111.102
"15904",3494,"Specific Conductivity",7.978,112.4,111.102
"15905",3494,"Temperature",8.476,13.386,110.604
"15906",3494,"Specific Conductivity",8.476,115,110.604
"15907",3494,"Temperature",9.016,13.111,110.064
"15908",3494,"Specific Conductivity",9.016,117.6,110.064
"15909",3494,"Temperature",9.523,12.696,109.557
"15910",3494,"Specific Conductivity",9.523,115.7,109.557
"15911",3494,"Temperature",9.979,12.598,109.101
"15912",3494,"Specific Conductivity",9.979,115.9,109.101
"15913",3494,"Temperature",10.479,12.054,108.601
"15914",3494,"Specific Conductivity",10.479,120.5,108.601
"15915",3494,"Temperature",11.007,11.883,108.073
"15916",3494,"Specific Conductivity",11.007,123,108.073
"15917",3494,"Temperature",11.467,11.429,107.613
"15918",3494,"Specific Conductivity",11.467,130.6,107.613
"15919",3494,"Temperature",11.967,11.149,107.113
"15920",3494,"Specific Conductivity",11.967,139.1,107.113
"15921",3494,"Temperature",12.972,10.325,106.108
"15922",3494,"Specific Conductivity",12.972,151.7,106.108
"15923",3494,"Temperature",13.978,9.354,105.102
"15924",3494,"Specific Conductivity",13.978,162.9,105.102
"15925",3494,"Temperature",16.011,8.529,103.069
"15926",3494,"Specific Conductivity",16.011,170.7,103.069
"15927",3494,"Temperature",17.982,8.24,101.098
"15928",3494,"Specific Conductivity",17.982,172.1,101.098
"15929",3494,"Temperature",19.956,8.064,99.124
"15930",3494,"Specific Conductivity",19.956,173.1,99.124
"15931",3494,"Temperature",21.954,7.934,97.126
"15932",3494,"Specific Conductivity",21.954,173.9,97.126
"15933",3494,"Temperature",24.047,7.822,95.033
"15934",3494,"Specific Conductivity",24.047,174.5,95.033
"15935",3494,"Temperature",25.954,7.741,93.126
"15936",3494,"Specific Conductivity",25.954,175,93.126
"15937",3494,"Temperature",27.957,7.677,91.123
"15938",3494,"Specific Conductivity",27.957,175.3,91.123
"15939",3494,"Temperature",29.074,7.652,90.006
"15940",3494,"Temperature",29.964,7.622,89.116
"15941",3494,"Specific Conductivity",29.074,175.4,90.006
"15942",3494,"Specific Conductivity",29.964,175.5,89.116
"15943",3498,"Temperature",0.526,26.138,118.524
"15944",3498,"Specific Conductivity",0.526,181.4,118.524
"15945",3498,"Temperature",0.991,26.145,118.059
"15946",3498,"Specific Conductivity",0.991,181.4,118.059
"15947",3498,"Temperature",1.991,26.141,117.059
"15948",3498,"Specific Conductivity",1.991,181.4,117.059
"15949",3498,"Temperature",2.978,26.125,116.072
"15950",3498,"Specific Conductivity",2.978,181.4,116.072
"15951",3498,"Temperature",3.987,26.003,115.063
"15952",3498,"Temperature",5.017,25.905,114.033
"15953",3498,"Specific Conductivity",3.987,181.4,115.063
"15954",3498,"Specific Conductivity",5.017,181.3,114.033
"15955",3498,"Temperature",5.501,25.874,113.549
"15956",3498,"Specific Conductivity",5.501,181.2,113.549
"15957",3498,"Temperature",5.99,23.215,113.06
"15958",3498,"Specific Conductivity",5.99,170,113.06
"15959",3498,"Temperature",6.545,18.304,112.505
"15960",3498,"Specific Conductivity",6.545,135.9,112.505
"15961",3498,"Temperature",6.987,16.809,112.063
"15962",3498,"Specific Conductivity",6.987,125.5,112.063
"15963",3498,"Temperature",7.506,15.503,111.544
"15964",3498,"Specific Conductivity",7.506,117.9,111.544
"15965",3498,"Temperature",8.007,14.613,111.043
"15966",3498,"Specific Conductivity",8.007,114.7,111.043
"15967",3498,"Temperature",8.528,13.841,110.522
"15968",3498,"Specific Conductivity",8.528,113.4,110.522
"15969",3498,"Temperature",8.974,13.376,110.076
"15970",3498,"Specific Conductivity",8.974,116.6,110.076
"15971",3498,"Temperature",9.534,13.146,109.516
"15972",3498,"Specific Conductivity",9.534,117.2,109.516
"15973",3498,"Temperature",9.999,12.994,109.051
"15974",3498,"Specific Conductivity",9.999,120.8,109.051
"15975",3498,"Temperature",10.993,12.369,108.057
"15976",3498,"Specific Conductivity",10.993,121.9,108.057
"15977",3498,"Temperature",11.992,11.641,107.058
"15978",3498,"Specific Conductivity",11.992,131.5,107.058
"15979",3498,"Temperature",13.992,9.491,105.058
"15980",3498,"Specific Conductivity",13.992,161,105.058
"15981",3498,"Temperature",16.012,8.429,103.038
"15982",3498,"Specific Conductivity",16.012,169.9,103.038
"15983",3498,"Temperature",18.048,8.192,101.002
"15984",3498,"Specific Conductivity",18.048,171.3,101.002
"15985",3498,"Temperature",20.019,8.027,99.031
"15986",3498,"Specific Conductivity",20.019,173.4,99.031
"15987",3498,"Temperature",21.991,7.953,97.059
"15988",3498,"Specific Conductivity",21.991,173.4,97.059
"15989",3498,"Temperature",23.977,7.904,95.073
"15990",3498,"Specific Conductivity",23.977,174.1,95.073
"15991",3498,"Temperature",26.011,7.8,93.039
"15992",3498,"Specific Conductivity",26.011,174.9,93.039
"15993",3498,"Temperature",28.031,7.766,91.019
"15994",3498,"Specific Conductivity",28.031,174.9,91.019
"15995",3498,"Temperature",29.976,7.643,89.074
"15996",3498,"Specific Conductivity",29.976,175.5,89.074
"15997",3501,"Temperature",0.484,26.197,118.586
"15998",3501,"Specific Conductivity",0.484,181.4,118.586
"15999",3501,"Temperature",1.03,26.195,118.04
"16000",3501,"Specific Conductivity",1.03,181.4,118.04
"16001",3501,"Temperature",1.97,26.198,117.1
"16002",3501,"Specific Conductivity",1.97,181.4,117.1
"16003",3501,"Temperature",2.969,26.192,116.101
"16004",3501,"Specific Conductivity",2.969,181.3,116.101
"16005",3501,"Temperature",4.007,26.187,115.063
"16006",3501,"Specific Conductivity",4.007,181.4,115.063
"16007",3501,"Temperature",5.017,25.899,114.053
"16008",3501,"Specific Conductivity",5.017,180.1,114.053
"16009",3501,"Temperature",5.524,25.655,113.546
"16010",3501,"Specific Conductivity",5.524,178.6,113.546
"16011",3501,"Temperature",6.043,20.909,113.027
"16012",3501,"Specific Conductivity",6.043,146.2,113.027
"16013",3501,"Temperature",7.022,16.326,112.048
"16014",3501,"Specific Conductivity",7.022,122.2,112.048
"16015",3501,"Temperature",7.498,15.579,111.572
"16016",3501,"Specific Conductivity",7.498,122.1,111.572
"16017",3501,"Temperature",8.045,14.901,111.025
"16018",3501,"Specific Conductivity",8.045,116,111.025
"16019",3501,"Temperature",9.003,13.7,110.067
"16020",3501,"Specific Conductivity",9.003,113.5,110.067
"16021",3501,"Temperature",9.548,13.237,109.522
